,city,local,parameter,value,unit
4308,Madrid,2020-02-07T12:00:00+01:00,pm25,18,µg/m³
4309,Madrid,2020-02-07T11:00:00+01:00,no2,59,µg/m³
4310,Madrid,2020-02-07T11:00:00+01:00,pm25,21,µg/m³
4311,Madrid,2020-02-07T10:00:00+01:00,pm25,19,µg/m³
4312,Madrid,2020-02-07T10:00:00+01:00,no2,70,µg/m³
4313,Madrid,2020-02-07T09:00:00+01:00,pm25,17,µg/m³
4314,Madrid,2020-02-07T09:00:00+01:00,pm25,26,µg/m³
4315,Madrid,2020-02-07T09:00:00+01:00,no2,72,µg/m³
4316,Madrid,2020-02-07T08:00:00+01:00,pm25,17,µg/m³
4317,Madrid,2020-02-07T08:00:00+01:00,no2,60,µg/m³
4318,Madrid,2020-02-07T07:00:00+01:00,pm25,15,µg/m³
4319,Madrid,2020-02-07T07:00:00+01:00,pm25,22,µg/m³
4320,Madrid,2020-02-07T07:00:00+01:00,no2,47,µg/m³
4321,Madrid,2020-02-07T06:00:00+01:00,no2,31,µg/m³
4322,Madrid,2020-02-07T06:00:00+01:00,pm25,21,µg/m³
4323,Madrid,2020-02-07T06:00:00+01:00,pm25,15,µg/m³
4324,Madrid,2020-02-07T02:00:00+01:00,no2,43,µg/m³
4325,Madrid,2020-02-07T02:00:00+01:00,pm25,19,µg/m³
4326,Madrid,2020-02-07T02:00:00+01:00,pm25,26,µg/m³
4327,Madrid,2020-02-07T01:00:00+01:00,pm25,21,µg/m³
4328,Madrid,2020-02-07T01:00:00+01:00,no2,65,µg/m³
4329,Madrid,2020-02-07T00:00:00+01:00,pm25,21,µg/m³
4330,Madrid,2020-02-07T00:00:00+01:00,no2,67,µg/m³
4331,Madrid,2020-02-06T23:00:00+01:00,no2,83,µg/m³
4332,Madrid,2020-02-06T23:00:00+01:00,pm25,24,µg/m³
4333,Madrid,2020-02-06T22:00:00+01:00,pm25,24,µg/m³
4334,Madrid,2020-02-06T22:00:00+01:00,pm25,35,µg/m³
4335,Madrid,2020-02-06T22:00:00+01:00,no2,95,µg/m³
4336,Madrid,2020-02-06T21:00:00+01:00,pm25,34,µg/m³
4337,Madrid,2020-02-06T21:00:00+01:00,no2,88,µg/m³
4338,Madrid,2020-02-06T21:00:00+01:00,pm25,22,µg/m³
4339,Madrid,2020-02-06T20:00:00+01:00,no2,82,µg/m³
4340,Madrid,2020-02-06T20:00:00+01:00,pm25,35,µg/m³
4341,Madrid,2020-02-06T20:00:00+01:00,pm25,22,µg/m³
4342,Madrid,2020-02-06T19:00:00+01:00,no2,82,µg/m³
4343,Madrid,2020-02-06T19:00:00+01:00,pm25,25,µg/m³
4344,Madrid,2020-02-06T18:00:00+01:00,pm25,31,µg/m³
4345,Madrid,2020-02-06T18:00:00+01:00,no2,77,µg/m³
4346,Madrid,2020-02-06T17:00:00+01:00,pm25,29,µg/m³
4347,Madrid,2020-02-06T17:00:00+01:00,no2,71,µg/m³
4348,Madrid,2020-02-06T16:00:00+01:00,pm25,24,µg/m³
4349,Madrid,2020-02-06T16:00:00+01:00,no2,56,µg/m³
4350,Madrid,2020-02-06T15:00:00+01:00,no2,50,µg/m³
4351,Madrid,2020-02-06T15:00:00+01:00,pm25,18,µg/m³
4352,Madrid,2020-02-06T14:00:00+01:00,pm25,15,µg/m³
4353,Madrid,2020-02-06T14:00:00+01:00,no2,45,µg/m³
4354,Madrid,2020-02-06T13:00:00+01:00,no2,41,µg/m³
4355,Madrid,2020-02-06T13:00:00+01:00,pm25,12,µg/m³
4356,Madrid,2020-02-06T13:00:00+01:00,pm25,18,µg/m³
4357,Madrid,2020-02-06T12:00:00+01:00,pm25,11,µg/m³
4358,Madrid,2020-02-06T12:00:00+01:00,no2,30,µg/m³
4359,Madrid,2020-02-06T11:00:00+01:00,pm25,13,µg/m³
4360,Madrid,2020-02-06T11:00:00+01:00,pm25,22,µg/m³
4361,Madrid,2020-02-06T11:00:00+01:00,no2,42,µg/m³
4362,Madrid,2020-02-06T10:00:00+01:00,no2,65,µg/m³
4363,Madrid,2020-02-06T10:00:00+01:00,pm25,20,µg/m³
4364,Madrid,2020-02-06T10:00:00+01:00,pm25,10,µg/m³
4365,Madrid,2020-02-06T09:00:00+01:00,no2,68,µg/m³
4366,Madrid,2020-02-06T09:00:00+01:00,pm25,12,µg/m³
4367,Madrid,2020-02-06T08:00:00+01:00,pm25,20,µg/m³
4368,Madrid,2020-02-06T08:00:00+01:00,pm25,14,µg/m³
4369,Madrid,2020-02-06T08:00:00+01:00,no2,70,µg/m³
4370,Madrid,2020-02-06T07:00:00+01:00,pm25,8,µg/m³
4371,Madrid,2020-02-06T07:00:00+01:00,no2,40,µg/m³
4372,Madrid,2020-02-06T06:00:00+01:00,no2,20,µg/m³
4373,Madrid,2020-02-06T06:00:00+01:00,pm25,7,µg/m³
4374,Madrid,2020-02-06T02:00:00+01:00,pm25,13,µg/m³
4375,Madrid,2020-02-06T02:00:00+01:00,no2,57,µg/m³
4376,Madrid,2020-02-06T02:00:00+01:00,pm25,21,µg/m³
4377,Madrid,2020-02-06T01:00:00+01:00,pm25,15,µg/m³
4378,Madrid,2020-02-06T01:00:00+01:00,no2,74,µg/m³
4379,Madrid,2020-02-06T00:00:00+01:00,no2,76,µg/m³
4380,Madrid,2020-02-06T00:00:00+01:00,pm25,14,µg/m³
4381,Madrid,2020-02-06T00:00:00+01:00,pm25,31,µg/m³
4382,Madrid,2020-02-05T23:00:00+01:00,pm25,16,µg/m³
4383,Madrid,2020-02-05T23:00:00+01:00,no2,100,µg/m³
4384,Madrid,2020-02-05T22:00:00+01:00,pm25,13,µg/m³
4385,Madrid,2020-02-05T22:00:00+01:00,pm25,23,µg/m³
4386,Madrid,2020-02-05T22:00:00+01:00,no2,109,µg/m³
4387,Madrid,2020-02-05T21:00:00+01:00,pm25,22,µg/m³
4388,Madrid,2020-02-05T21:00:00+01:00,pm25,13,µg/m³
4389,Madrid,2020-02-05T21:00:00+01:00,no2,109,µg/m³
4390,Madrid,2020-02-05T20:00:00+01:00,pm25,9,µg/m³
4391,Madrid,2020-02-05T20:00:00+01:00,pm25,16,µg/m³
4392,Madrid,2020-02-05T20:00:00+01:00,no2,80,µg/m³
4393,Madrid,2020-02-05T19:00:00+01:00,pm25,9,µg/m³
4394,Madrid,2020-02-05T19:00:00+01:00,pm25,15,µg/m³
4395,Madrid,2020-02-05T19:00:00+01:00,no2,53,µg/m³
4396,Madrid,2020-02-05T18:00:00+01:00,no2,38,µg/m³
4397,Madrid,2020-02-05T18:00:00+01:00,pm25,6,µg/m³
4398,Madrid,2020-02-05T18:00:00+01:00,pm25,11,µg/m³
4399,Madrid,2020-02-05T17:00:00+01:00,no2,26,µg/m³
4400,Madrid,2020-02-05T17:00:00+01:00,pm25,10,µg/m³
4401,Madrid,2020-02-05T17:00:00+01:00,pm25,6,µg/m³
4402,Madrid,2020-02-05T16:00:00+01:00,pm25,2,µg/m³
4403,Madrid,2020-02-05T16:00:00+01:00,no2,20,µg/m³
4404,Madrid,2020-02-05T15:00:00+01:00,pm25,2,µg/m³
4405,Madrid,2020-02-05T15:00:00+01:00,no2,23,µg/m³
4406,Madrid,2020-02-05T14:00:00+01:00,no2,22,µg/m³
4407,Madrid,2020-02-05T14:00:00+01:00,pm25,5,µg/m³
4408,Madrid,2020-02-05T13:00:00+01:00,no2,24,µg/m³
4409,Madrid,2020-02-05T13:00:00+01:00,pm25,6,µg/m³
4410,Madrid,2020-02-05T12:00:00+01:00,no2,23,µg/m³
4411,Madrid,2020-02-05T12:00:00+01:00,pm25,4,µg/m³
4412,Madrid,2020-02-05T12:00:00+01:00,pm25,1,µg/m³
4413,Madrid,2020-02-05T11:00:00+01:00,pm25,4,µg/m³
4414,Madrid,2020-02-05T11:00:00+01:00,no2,29,µg/m³
4415,Madrid,2020-02-05T10:00:00+01:00,no2,56,µg/m³
4416,Madrid,2020-02-05T10:00:00+01:00,pm25,8,µg/m³
4417,Madrid,2020-02-05T10:00:00+01:00,pm25,12,µg/m³
4418,Madrid,2020-02-05T09:00:00+01:00,no2,69,µg/m³
4419,Madrid,2020-02-05T09:00:00+01:00,pm25,5,µg/m³
4420,Madrid,2020-02-05T08:00:00+01:00,pm25,5,µg/m³
4421,Madrid,2020-02-05T08:00:00+01:00,pm25,6,µg/m³
4422,Madrid,2020-02-05T08:00:00+01:00,no2,60,µg/m³
4423,Madrid,2020-02-05T07:00:00+01:00,pm25,2,µg/m³
4424,Madrid,2020-02-05T07:00:00+01:00,no2,26,µg/m³
4425,Madrid,2020-02-05T07:00:00+01:00,pm25,3,µg/m³
4426,Madrid,2020-02-05T06:00:00+01:00,pm25,3,µg/m³
4427,Madrid,2020-02-05T06:00:00+01:00,pm25,4,µg/m³
4428,Madrid,2020-02-05T06:00:00+01:00,no2,13,µg/m³
4429,Madrid,2020-02-05T02:00:00+01:00,pm25,3,µg/m³
4430,Madrid,2020-02-05T02:00:00+01:00,no2,12,µg/m³
4431,Madrid,2020-02-05T02:00:00+01:00,pm25,2,µg/m³
4432,Madrid,2020-02-05T01:00:00+01:00,pm25,4,µg/m³
4433,Madrid,2020-02-05T00:00:00+01:00,pm25,5,µg/m³
4434,Madrid,2020-02-05T00:00:00+01:00,no2,22,µg/m³
4435,Madrid,2020-02-05T00:00:00+01:00,pm25,9,µg/m³
4436,Madrid,2020-02-04T23:00:00+01:00,no2,41,µg/m³
4437,Madrid,2020-02-04T23:00:00+01:00,pm25,10,µg/m³
4438,Madrid,2020-02-04T23:00:00+01:00,pm25,6,µg/m³
4439,Madrid,2020-02-04T22:00:00+01:00,pm25,7,µg/m³
4440,Madrid,2020-02-04T22:00:00+01:00,no2,27,µg/m³
4441,Madrid,2020-02-04T22:00:00+01:00,pm25,13,µg/m³
4442,Madrid,2020-02-04T21:00:00+01:00,no2,29,µg/m³
4443,Madrid,2020-02-04T21:00:00+01:00,pm25,19,µg/m³
4444,Madrid,2020-02-04T21:00:00+01:00,pm25,10,µg/m³
4445,Madrid,2020-02-04T20:00:00+01:00,pm25,24,µg/m³
4446,Madrid,2020-02-04T20:00:00+01:00,no2,51,µg/m³
4447,Madrid,2020-02-04T20:00:00+01:00,pm25,14,µg/m³
4448,Madrid,2020-02-04T19:00:00+01:00,pm25,27,µg/m³
4449,Madrid,2020-02-04T19:00:00+01:00,pm25,45,µg/m³
4450,Madrid,2020-02-04T19:00:00+01:00,no2,70,µg/m³
4451,Madrid,2020-02-04T18:00:00+01:00,pm25,43,µg/m³
4452,Madrid,2020-02-04T18:00:00+01:00,no2,100,µg/m³
4453,Madrid,2020-02-04T17:00:00+01:00,pm25,75,µg/m³
4454,Madrid,2020-02-04T17:00:00+01:00,no2,98,µg/m³
4455,Madrid,2020-02-04T17:00:00+01:00,pm25,47,µg/m³
4456,Madrid,2020-02-04T16:00:00+01:00,pm25,56,µg/m³
4457,Madrid,2020-02-04T16:00:00+01:00,pm25,88,µg/m³
4458,Madrid,2020-02-04T16:00:00+01:00,no2,96,µg/m³
4459,Madrid,2020-02-04T15:00:00+01:00,no2,99,µg/m³
4460,Madrid,2020-02-04T15:00:00+01:00,pm25,56,µg/m³
4461,Madrid,2020-02-04T14:00:00+01:00,no2,92,µg/m³
4462,Madrid,2020-02-04T14:00:00+01:00,pm25,48,µg/m³
4463,Madrid,2020-02-04T13:00:00+01:00,pm25,48,µg/m³
4464,Madrid,2020-02-04T13:00:00+01:00,no2,85,µg/m³
4465,Madrid,2020-02-04T12:00:00+01:00,no2,76,µg/m³
4466,Madrid,2020-02-04T12:00:00+01:00,pm25,40,µg/m³
4467,Madrid,2020-02-04T12:00:00+01:00,pm25,78,µg/m³
4468,Madrid,2020-02-04T11:00:00+01:00,no2,73,µg/m³
4469,Madrid,2020-02-04T11:00:00+01:00,pm25,29,µg/m³
4470,Madrid,2020-02-04T10:00:00+01:00,pm25,58,µg/m³
4471,Madrid,2020-02-04T10:00:00+01:00,pm25,22,µg/m³
4472,Madrid,2020-02-04T10:00:00+01:00,no2,58,µg/m³
4473,Madrid,2020-02-04T09:00:00+01:00,no2,54,µg/m³
4474,Madrid,2020-02-04T09:00:00+01:00,pm25,20,µg/m³
4475,Madrid,2020-02-04T08:00:00+01:00,pm25,19,µg/m³
4476,Madrid,2020-02-04T08:00:00+01:00,no2,54,µg/m³
4477,Madrid,2020-02-04T07:00:00+01:00,pm25,16,µg/m³
4478,Madrid,2020-02-04T07:00:00+01:00,no2,40,µg/m³
4479,Madrid,2020-02-04T06:00:00+01:00,pm25,18,µg/m³
4480,Madrid,2020-02-04T06:00:00+01:00,no2,39,µg/m³
4481,Madrid,2020-02-04T06:00:00+01:00,pm25,45,µg/m³
4482,Madrid,2020-02-04T02:00:00+01:00,pm25,24,µg/m³
4483,Madrid,2020-02-04T02:00:00+01:00,pm25,48,µg/m³
4484,Madrid,2020-02-04T02:00:00+01:00,no2,42,µg/m³
4485,Madrid,2020-02-04T01:00:00+01:00,no2,43,µg/m³
4486,Madrid,2020-02-04T01:00:00+01:00,pm25,26,µg/m³
4487,Madrid,2020-02-04T00:00:00+01:00,no2,48,µg/m³
4488,Madrid,2020-02-04T00:00:00+01:00,pm25,33,µg/m³
4489,Madrid,2020-02-04T00:00:00+01:00,pm25,64,µg/m³
4490,Madrid,2020-02-03T23:00:00+01:00,pm25,28,µg/m³
4491,Madrid,2020-02-03T23:00:00+01:00,no2,65,µg/m³
4492,Madrid,2020-02-03T22:00:00+01:00,no2,57,µg/m³
4493,Madrid,2020-02-03T22:00:00+01:00,pm25,28,µg/m³
4494,Madrid,2020-02-03T21:00:00+01:00,pm25,29,µg/m³
4495,Madrid,2020-02-03T21:00:00+01:00,no2,71,µg/m³
4496,Madrid,2020-02-03T20:00:00+01:00,pm25,26,µg/m³
4497,Madrid,2020-02-03T20:00:00+01:00,no2,66,µg/m³
4498,Madrid,2020-02-03T19:00:00+01:00,no2,69,µg/m³
4499,Madrid,2020-02-03T19:00:00+01:00,pm25,25,µg/m³
4500,Madrid,2020-02-03T19:00:00+01:00,pm25,62,µg/m³
4501,Madrid,2020-02-03T18:00:00+01:00,pm25,29,µg/m³
4502,Madrid,2020-02-03T18:00:00+01:00,pm25,72,µg/m³
4503,Madrid,2020-02-03T18:00:00+01:00,no2,74,µg/m³
4504,Madrid,2020-02-03T17:00:00+01:00,no2,67,µg/m³
4505,Madrid,2020-02-03T17:00:00+01:00,pm25,28,µg/m³
4506,Madrid,2020-02-03T16:00:00+01:00,no2,67,µg/m³
4507,Madrid,2020-02-03T16:00:00+01:00,pm25,37,µg/m³
4508,Madrid,2020-02-03T15:00:00+01:00,pm25,31,µg/m³
4509,Madrid,2020-02-03T15:00:00+01:00,no2,67,µg/m³
4510,Madrid,2020-02-03T14:00:00+01:00,no2,54,µg/m³
4511,Madrid,2020-02-03T14:00:00+01:00,pm25,21,µg/m³
4512,Madrid,2020-02-03T13:00:00+01:00,pm25,15,µg/m³
4513,Madrid,2020-02-03T13:00:00+01:00,no2,42,µg/m³
4514,Madrid,2020-02-03T12:00:00+01:00,pm25,17,µg/m³
4515,Madrid,2020-02-03T12:00:00+01:00,no2,33,µg/m³
4516,Madrid,2020-02-03T12:00:00+01:00,pm25,30,µg/m³
4517,Madrid,2020-02-03T11:00:00+01:00,pm25,15,µg/m³
4518,Madrid,2020-02-03T11:00:00+01:00,no2,33,µg/m³
4519,Madrid,2020-02-03T10:00:00+01:00,no2,37,µg/m³
4520,Madrid,2020-02-03T10:00:00+01:00,pm25,33,µg/m³
4521,Madrid,2020-02-03T10:00:00+01:00,pm25,14,µg/m³
4522,Madrid,2020-02-03T09:00:00+01:00,pm25,14,µg/m³
4523,Madrid,2020-02-03T09:00:00+01:00,no2,38,µg/m³
4524,Madrid,2020-02-03T08:00:00+01:00,no2,27,µg/m³
4525,Madrid,2020-02-03T08:00:00+01:00,pm25,12,µg/m³
4526,Madrid,2020-02-03T08:00:00+01:00,pm25,26,µg/m³
4527,Madrid,2020-02-03T07:00:00+01:00,pm25,11,µg/m³
4528,Madrid,2020-02-03T07:00:00+01:00,no2,12,µg/m³
4529,Madrid,2020-02-03T06:00:00+01:00,pm25,18,µg/m³
4530,Madrid,2020-02-03T06:00:00+01:00,pm25,10,µg/m³
4531,Madrid,2020-02-03T06:00:00+01:00,no2,6,µg/m³
4532,Madrid,2020-02-03T02:00:00+01:00,pm25,25,µg/m³
4533,Madrid,2020-02-03T02:00:00+01:00,pm25,23,µg/m³
4534,Madrid,2020-02-03T02:00:00+01:00,no2,22,µg/m³
4535,Madrid,2020-02-03T01:00:00+01:00,pm25,25,µg/m³
4536,Madrid,2020-02-03T01:00:00+01:00,pm25,28,µg/m³
4537,Madrid,2020-02-03T01:00:00+01:00,no2,42,µg/m³
4538,Madrid,2020-02-03T00:00:00+01:00,no2,60,µg/m³
4539,Madrid,2020-02-03T00:00:00+01:00,pm25,30,µg/m³
4540,Madrid,2020-02-03T00:00:00+01:00,pm25,26,µg/m³
4541,Madrid,2020-02-02T23:00:00+01:00,pm25,23,µg/m³
4542,Madrid,2020-02-02T23:00:00+01:00,no2,63,µg/m³
4543,Madrid,2020-02-02T23:00:00+01:00,pm25,28,µg/m³
4544,Madrid,2020-02-02T22:00:00+01:00,pm25,27,µg/m³
4545,Madrid,2020-02-02T22:00:00+01:00,no2,64,µg/m³
4546,Madrid,2020-02-02T22:00:00+01:00,pm25,23,µg/m³
4547,Madrid,2020-02-02T21:00:00+01:00,pm25,21,µg/m³
4548,Madrid,2020-02-02T21:00:00+01:00,no2,61,µg/m³
4549,Madrid,2020-02-02T21:00:00+01:00,pm25,25,µg/m³
4550,Madrid,2020-02-02T20:00:00+01:00,no2,55,µg/m³
4551,Madrid,2020-02-02T20:00:00+01:00,pm25,18,µg/m³
4552,Madrid,2020-02-02T20:00:00+01:00,pm25,21,µg/m³
4553,Madrid,2020-02-02T19:00:00+01:00,pm25,22,µg/m³
4554,Madrid,2020-02-02T19:00:00+01:00,pm25,18,µg/m³
4555,Madrid,2020-02-02T19:00:00+01:00,no2,50,µg/m³
4556,Madrid,2020-02-02T18:00:00+01:00,no2,48,µg/m³
4557,Madrid,2020-02-02T18:00:00+01:00,pm25,22,µg/m³
4558,Madrid,2020-02-02T18:00:00+01:00,pm25,17,µg/m³
4559,Madrid,2020-02-02T17:00:00+01:00,no2,45,µg/m³
4560,Madrid,2020-02-02T17:00:00+01:00,pm25,22,µg/m³
4561,Madrid,2020-02-02T16:00:00+01:00,pm25,18,µg/m³
4562,Madrid,2020-02-02T16:00:00+01:00,no2,37,µg/m³
4563,Madrid,2020-02-02T16:00:00+01:00,pm25,22,µg/m³
4564,Madrid,2020-02-02T15:00:00+01:00,pm25,20,µg/m³
4565,Madrid,2020-02-02T15:00:00+01:00,pm25,24,µg/m³
4566,Madrid,2020-02-02T15:00:00+01:00,no2,43,µg/m³
4567,Madrid,2020-02-02T14:00:00+01:00,no2,39,µg/m³
4568,Madrid,2020-02-02T14:00:00+01:00,pm25,19,µg/m³
4569,Madrid,2020-02-02T13:00:00+01:00,no2,37,µg/m³
4570,Madrid,2020-02-02T13:00:00+01:00,pm25,22,µg/m³
4571,Madrid,2020-02-02T13:00:00+01:00,pm25,18,µg/m³
4572,Madrid,2020-02-02T12:00:00+01:00,pm25,14,µg/m³
4573,Madrid,2020-02-02T12:00:00+01:00,no2,33,µg/m³
4574,Madrid,2020-02-02T11:00:00+01:00,pm25,12,µg/m³
4575,Madrid,2020-02-02T11:00:00+01:00,no2,31,µg/m³
4576,Madrid,2020-02-02T10:00:00+01:00,pm25,12,µg/m³
4577,Madrid,2020-02-02T10:00:00+01:00,no2,29,µg/m³
4578,Madrid,2020-02-02T09:00:00+01:00,no2,34,µg/m³
4579,Madrid,2020-02-02T09:00:00+01:00,pm25,14,µg/m³
4580,Madrid,2020-02-02T08:00:00+01:00,no2,30,µg/m³
4581,Madrid,2020-02-02T08:00:00+01:00,pm25,13,µg/m³
4582,Madrid,2020-02-02T07:00:00+01:00,no2,21,µg/m³
4583,Madrid,2020-02-02T07:00:00+01:00,pm25,9,µg/m³
4584,Madrid,2020-02-02T06:00:00+01:00,pm25,9,µg/m³
4585,Madrid,2020-02-02T06:00:00+01:00,no2,20,µg/m³
4586,Madrid,2020-02-02T02:00:00+01:00,no2,15,µg/m³
4587,Madrid,2020-02-02T02:00:00+01:00,pm25,8,µg/m³
4588,Madrid,2020-02-02T02:00:00+01:00,pm25,9,µg/m³
4589,Madrid,2020-02-02T01:00:00+01:00,no2,23,µg/m³
4590,Madrid,2020-02-02T01:00:00+01:00,pm25,10,µg/m³
4591,Madrid,2020-02-02T00:00:00+01:00,pm25,9,µg/m³
4592,Madrid,2020-02-02T00:00:00+01:00,no2,28,µg/m³
4593,Madrid,2020-02-01T23:00:00+01:00,pm25,12,µg/m³
4594,Madrid,2020-02-01T23:00:00+01:00,no2,38,µg/m³
4595,Madrid,2020-02-01T22:00:00+01:00,pm25,7,µg/m³
4596,Madrid,2020-02-01T22:00:00+01:00,no2,49,µg/m³
4597,Madrid,2020-02-01T21:00:00+01:00,pm25,8,µg/m³
4598,Madrid,2020-02-01T21:00:00+01:00,no2,39,µg/m³
4599,Madrid,2020-02-01T20:00:00+01:00,no2,38,µg/m³
4600,Madrid,2020-02-01T20:00:00+01:00,pm25,6,µg/m³
4601,Madrid,2020-02-01T19:00:00+01:00,no2,30,µg/m³
4602,Madrid,2020-02-01T19:00:00+01:00,pm25,5,µg/m³
4603,Madrid,2020-02-01T18:00:00+01:00,no2,21,µg/m³
4604,Madrid,2020-02-01T18:00:00+01:00,pm25,8,µg/m³
4605,Madrid,2020-02-01T17:00:00+01:00,no2,16,µg/m³
4606,Madrid,2020-02-01T17:00:00+01:00,pm25,9,µg/m³
4607,Madrid,2020-02-01T16:00:00+01:00,pm25,9,µg/m³
4608,Madrid,2020-02-01T16:00:00+01:00,no2,20,µg/m³
4609,Madrid,2020-02-01T15:00:00+01:00,no2,22,µg/m³
4610,Madrid,2020-02-01T15:00:00+01:00,pm25,5,µg/m³
4611,Madrid,2020-02-01T14:00:00+01:00,no2,19,µg/m³
4612,Madrid,2020-02-01T14:00:00+01:00,pm25,6,µg/m³
4613,Madrid,2020-02-01T13:00:00+01:00,no2,19,µg/m³
4614,Madrid,2020-02-01T13:00:00+01:00,pm25,5,µg/m³
4615,Madrid,2020-02-01T12:00:00+01:00,pm25,7,µg/m³
4616,Madrid,2020-02-01T12:00:00+01:00,no2,20,µg/m³
4617,Madrid,2020-02-01T12:00:00+01:00,pm25,3,µg/m³
4618,Madrid,2020-02-01T11:00:00+01:00,no2,22,µg/m³
4619,Madrid,2020-02-01T11:00:00+01:00,pm25,6,µg/m³
4620,Madrid,2020-02-01T11:00:00+01:00,pm25,5,µg/m³
4621,Madrid,2020-02-01T10:00:00+01:00,pm25,3,µg/m³
4622,Madrid,2020-02-01T10:00:00+01:00,no2,18,µg/m³
4623,Madrid,2020-02-01T09:00:00+01:00,pm25,5,µg/m³
4624,Madrid,2020-02-01T09:00:00+01:00,no2,17,µg/m³
4625,Madrid,2020-02-01T08:00:00+01:00,no2,14,µg/m³
4626,Madrid,2020-02-01T08:00:00+01:00,pm25,6,µg/m³
4627,Madrid,2020-02-01T07:00:00+01:00,no2,12,µg/m³
4628,Madrid,2020-02-01T07:00:00+01:00,pm25,8,µg/m³
4629,Madrid,2020-02-01T06:00:00+01:00,no2,10,µg/m³
4630,Madrid,2020-02-01T06:00:00+01:00,pm25,8,µg/m³
4631,Madrid,2020-02-01T02:00:00+01:00,no2,19,µg/m³
4632,Madrid,2020-02-01T02:00:00+01:00,pm25,11,µg/m³
4633,Madrid,2020-02-01T02:00:00+01:00,pm25,8,µg/m³
4634,Madrid,2020-02-01T01:00:00+01:00,pm25,9,µg/m³
4635,Madrid,2020-02-01T01:00:00+01:00,pm25,12,µg/m³
4636,Madrid,2020-02-01T01:00:00+01:00,no2,25,µg/m³
4637,Madrid,2020-02-01T00:00:00+01:00,pm25,14,µg/m³
4638,Madrid,2020-02-01T00:00:00+01:00,no2,36,µg/m³
4639,Madrid,2020-02-01T00:00:00+01:00,pm25,11,µg/m³
